,호텔이름,평점,후기
282,"더클래식호텔, 전주",6.0,"직원분들 정말 친절하셔서 감사했지만 불편했던 침구와 침구에서 발생하는 곰팡이 냄새가 좀 당황스러웠어요.. 급예약 건이라 가격, 위치 등 다른 요소보다 청결하기만을 바랬는데.. 거의 20만원을 내고 예약했지만 너무나도 기대 이하여서 아쉬웠습니다."
283,"더클래식호텔, 전주",2.0,화장실 환풍기를 통해 다른방 담배냄새가 들어옴 지은지 얼마 되지않은거 같은데 뭔가 시설관리가 잘안된느낌 기스도 많고 낡은느낌을줌
284,"더클래식호텔, 전주",8.0,지방이라 그런가 가격에 비해 만족스러운 방이었어요.
285,"더클래식호텔, 전주",8.0,넓은 욕조와 분리된 샤워부스가 좋았습니다 주변 편의시설들이 많아 편리했습니다
286,"더클래식호텔, 전주",8.0,"프리미어로 업글해주셨고리셉션 스텝분들 아주 친절하십니다 ,로비가 작지만 난로도 놓여있어 따뜻하고 좋았구요, 주변에 술집과 식당 즐비해서 선택할수 있는 옵션다양해요 방은 넓고 침대 편안하지만 욕실과 욕조가 밖으로 나와 있는 구조로 다소 불편하고 욕실냄새가 좀 나요, 밖에서 계속 공사중이라 소음이 좀 있구요, 주차장이 좀 부족하지만 로비직원분 안내로 맞은편 건물에 편하게 주차 가능합니다. 대체로 만족스럽고 재방문의사 있습니다."
287,"더클래식호텔, 전주",10.0,"깔끔하고 침대랑 배게가 편했습니다. 조식은 일하느라 못먹어서 ㅠ 전체적으로 디자인이 좋았고, 근처 호텔에 비해서도 작지만 제대로 된 호텔이란 느낌을 받았네요. 욕조도 좋았구요."
288,"더클래식호텔, 전주",10.0,가족 여행 이었는데 깨끗하고 조용한 분위기가 너무 좋았습니다 추천 합니다
289,"더클래식호텔, 전주",10.0,깨끗하고 숙소도 조용하고 시설도 좁지않고 좋았습니다. 직원분들도 친절하시도요. 다음에 전주갈일이 있다면 또 묶고 싶어요!
290,"더클래식호텔, 전주",8.0,혁신도시내에 위치하여 주변 먹거리 및 전주시내도 가깝고 신축호텔이라 전반적으로 좋았습니다
291,"더클래식호텔, 전주",10.0,최고
292,"더클래식호텔, 전주",10.0,외국바이어가 전주에 방문해서 숙소를 정했는데 매우 만족해 합니다. 깨끗하고 주변환경도 조용하고 좋았다고 만족하네요 감사합니다.
293,"더클래식호텔, 전주",10.0,로비가 너무 짧아서 들어오고 나갈때 호텔직원들과 계속 눈 맞춤하는게 조금 불편한거랑 주차가 편하지 않은거 제외하면 가격대비 추천해요
294,"더클래식호텔, 전주",10.0,"침대도 엄청 폭신하고 편했고, 깨끗했어요. 가격대비 훌륭했습니다."
295,"더클래식호텔, 전주",10.0,전반적으로 매우 만족함. 남자 직원들의 격조 있는 태도가 호텔의 첫인상을 높여주었고 룸컨디션도 매우 좋네요. 후기 보고 비싼 모텔이라기에 어느정도 포기하고 갔는데 그렇지 않던데요?? 서울 특1급의 클래식한 호텔과 비교할 것은 아니고 부티크or비즈니스호텔과 견주어서 우수했어요. 단점을 굳이 꼭 찾는다면 창문 커튼이 암막이 아니라 6시부터 햇살 비침. 차로 한옥마을과 2~30분 떨어져 있으니 참고 하시고 신도시라 일산 분당같은 느낌이에요. 주변 상권은 요식업종 들어차있음.
296,"더클래식호텔, 전주",10.0,인테리어 청결함 찬절도에서 모두 만점을 드리고 싶습니다!!
297,"더클래식호텔, 전주",6.0,수영장이 있다고 해서 다른곳 하려다가 좀더 멀더라도 있는곳이 낫다 싶어서 했는데 ..특실에만 있는 수영장이라해서 좀 서운했습니다. 광고상으론 실내수영장으로 있게끔 생각하기에 충분했거든요.. 중심가에 위치해서 여행오신분들이라면..미리 체크 하셔야 할것 같네요
298,"더클래식호텔, 전주",6.0,초등학생딸아이와 급여행을 가게되어 급하게 예약한 숙소 숙소는 전반적으로 깔끔하고 정리가 잘되어있고 직원분들도 친절했지만 욕실을 생각보다 지저분해서 저희가 정리를 한후 사용했고 침구는 오래됐는지 부분부분 구멍이 보이더군요... ㅠㅠ 누가 사용한것처럼 주름도 가있고.... 조금 찝찝했습니다. 그리고 티테이블이 있다던 안내와는 다르게 의자만 하나 덜렁 ~~~ 조식역시 3.5급이라 하기에는 메뉴가 너무 없어서 깜놀~~~ 조식을 제공해주는 펜션과 메뉴가 다를바없습니다. 혹시라도 이호텔 조식을 이용하실 분들은 참고하세요... 다만 주변에 관광시설은 아니고 일반 생활편의시설들이 가까이 있어 걸어서 식당이나 편의점 가기에는 편해서 좋았습니다. 주변 경관은 빌딩숲이라 볼것은 없습니다. ㅠㅠ
299,삼락헌,10.0,편안하고 깨끗했습니다. 사장님의 주변 설명도 친절했고 자세했습니다.
300,삼락헌,10.0,깨끗하고 4인 가족이 묵기에 적합했습니다. 여름방에 묵었구요. 자느라 그리고 다른 계획이 있어 조식은 못먹었어요. 사장님 친절하시고 설명잘해주셨어요. 주차장에서도 그리 멀지 않아요.
301,삼락헌,10.0,깨끗하고 친절하시고 정말 좋은 숙소입니다
302,삼락헌,10.0,저렴하고 깔끔해요!
303,삼락헌,10.0,"깨끗하고 정감있게 잘 가꿔놓은 한옥에서 하룻밤은 힐링이었습니다. 조식도 주인장의 정이 느껴져 좋았고, 알레르기비염이 있는데 아침에 재채기가 나지 않을 정도로 한옥의 향기와 온도가 좋았습니다. 사장님이 한옥마을 구경코스를 자세히 설명해 주셔서 효율적으로 여기저기 잘 구경했습니다. 즐거운 가족여행 보냈습니다."
304,삼락헌,10.0,한옥마을 중신에 위치해 있어서 너무 편리했습니다. 숙소도 깨끗하고 체크인도 일찍 잘했습니다. 한복대여도 깔끔하게 해주시고 머리 장식까지도 너무 망네 들었습니다. 다시 방문하고 싶습니다.
305,삼락헌,10.0,가족들과 함께 숙박했는데 친절하게 전주도 설명해주시고 불편함없이 대해주셔서 편안하게 지낼수있었어요 침구도 욕실도 너무 깔끔했구요 좋았습니다
306,삼락헌,10.0,정말 깨끗하고 포근한 숙소입니다. 한옥마을 중앙에 위치하고 있어 주변 접근성도 좋습니다.
307,삼락헌,10.0,한옥마을에 깨끗하고 좋습니다!
308,삼락헌,10.0,숙소도 깨끗하고 좋았어요 확실히 방음이 조금 아쉽네요ㅜㅜ
309,삼락헌,10.0,너무 만족합니다.
310,삼락헌,8.0,전체적으로 깔끔하고 사장님이 추천해주신 식당도 괜찮았어요.다음에 또 오고 싶은 곳입니다
311,삼락헌,10.0,"이곳 사장님은 우리가 아무런정보도없이 왔다고 여러가지로 도움을 주셨음 여행취향을분석해서 코스도 여러가지로 짜주시고 음식점 마다 무얼주문해야하는지 등등 정말죄송할정도로 설명을 많이해주심. 그리고 사장님이 매우깨끗한걸좋아하심 캐리어 들고오면 걸레로 바퀴를닦아서 방에 넣어주시고 불도 커버는매번세탁, 이불은 매번 스프레이뿌려서 햇볓에 널어놓으심 주방도 신발벗고들어가고 매우깨끗함"
312,삼락헌,10.0,"삼락헌이 후기도 좋아서 예약하고 방문했는데,,,안주인께서 상세한 설명과 함께 시설 관리도 정말 깨끗하게 관리되어 있어,,너무 좋았습니다,,,"
313,삼락헌,8.0,오랜친구와 함께 하룻밤을 보냈는데요. 너무 좋았습니다. 깨끗하고 아담한 실내공간.. 한옥 체험하기에도 충분했구요. 시설이 깨끗해서 제일 좋았어요. 하지만 침대에서만 생활했던지라 요를 깔고자니 허리가 조금 아프더라구요~~ㅋㅋ 다음에 전주 한옥마을에 가면 다시 들러보고 싶네요
314,삼락헌,10.0,깨끗하고 위치가 좋았습니다
315,삼락헌,10.0,"깨끗한 잠자리에 맛있는 조식, 게다가 주변 맛집과 거리 설명까지 ~ 너무도 좋았던 숙소였습니다~ 다음에 기회가 된다면 다시 한번 묵고 싶은 숙소입니다~^^"
316,삼락헌,4.0,"옆방 손님들이 야밤에 너무 시끄럽게 함. 잠자리가 불편했음. 한옥 특성상 벽간 소음이 심한데, 서로 서로 배려하는 자세 혹은 숙박업체에서 지도를 해줬으면 함."
317,삼락헌,8.0,복층이라 넓고 시설도 새거라 쾌적했습니다. 하지만 밤에 불을 조금 넣어주셨으면 금상첨화. 고택 한옥 체험 원하는 분들께는 너무 새 한옥이라는 점 알려드리고 싶구요 위치 친절도 청결도 모두 만족합니다
318,삼락헌,10.0,너무 친절하고 깨끗하고 만족합니다 온돌이라 불편함은 어쩔수없구요 ㅎㅎ 하지만 한복도 싸게 빌릴수있고 공영주차장 50%할인권도 준답니다
319,삼락헌,8.0,"따뜻한 온돌방과 청결한 룸 상태가 가장 인상 깊었습니다. 욕실이 좁아서 조금 불편했으나 깨끗함이 불편함을 감수할 수 있게 하더군요 ㅎㅎ 다른 지역으로 이동을 위해 하룻밤 묵었는데, 나중에 전주 삼락헌을 거점으로 주변 지역 여행을 계획해볼까 생각하게 되었습니다."
320,삼락헌,10.0,"4인가족이 여행하였습니다. 주인분들은 친절하셨고, 집은 아름다웠습니다. 아침으로는 식빵과 잼 그리고 과일과 주스가 제공됩니다. 날씨도 좋고 숙소도 좋아 전주여행이 좋은기억으로 남아있습니다."
321,삼락헌,10.0,"위치도 한옥마을 중앙 정도에 있고, 사장님이 너무 친절하셔서 좋았습니다. 방도 뜨끈뜨끈해서 너무 편하게 잘자고 왔어요."
322,삼락헌,10.0,"여태 다녔던 게스트하우스, 한옥스테이 중 가장 훌륭합니다. 먼지 하나없고, 깨끗합니다. . 외관 내부 모두 사진보다 실물이 더 이쁘고 좋습니다. 사장님께서도 정말 친절합니다. 도착 후 한옥마을에 대해서 설명해주시는 모든게 도움이 되고, 현지인이 소개해주신 맛집은 정말 다 맘에 들었습니다. 조식도 너무 맘에 듭니다. 모두 직접 만드셨다고 하더군요. 구매하고싶었는데 따로 판매는 안하셔서 아쉬웠습니다."
323,삼락헌,10.0,The owner was friendly and even helped us to call a taxi at 6am. I liked that the traditional Hanok room has a built in washroom as well. Location is also right in the centre of the Hanok village!
324,삼락헌,10.0,Comfortable Korean traditional room and nice staffs :)!!
325,삼락헌,10.0,Cute Hanok in a great location. Mrs Lee was a great host and helped plan our stay in Jeonju’s Hanok Village. Can rent beautiful hanboks onsite.
326,삼락헌,10.0,"Because we never stayed at a Han-ok (traditional Korean house), we had ambivalent feeling about staying in Sam-lock-hon (easy to pronounce this way), which means three-blessing house. The three blessings traditionally include having healthy parents and siblings, no shame or guilty thing toward others, and having bright disciples. When we stepped through its gate, we became realized that we made a right choice. We enjoyed three types of joy before, during, and after our stay at Sam-lock-hon. As a former international tour guide traveling different parts of the world, I would highly recommend Sam-lock-hon for the following reasons. First, the hosting lady was extremely kind and knowledgeable. We arrived Sam-lock-hon late and she patiently waited for us and prepared for our arrival. And she gave us the information about “must-see” and “to-do” lists in the Hanok Village that only locals know. Second, the room (ours was “Winter”) was very clean. Winter was like a three-story house because of a top attic and a small 2nd floor. I was traveling with my two teenagers and they really enjoyed their own “floor” or space. If you travel with teenagers or little older kids, they will love the set up. Third, the location was the best spot in the village. It was located at the heart of the entire village, connected to narrow traditional paths, and offers a very convenient and instant access to its romantic and peaceful atmosphere at night. I will definitely stay Sam-lock-hon again."
327,삼락헌,10.0,"Love the location of the hanok guesthouse, located almost in the centre of the hanok village. Always easy to find our way back! A pity that the loft doesn’t have a fan, quite stuffy upstairs and all 4 of us had to sleep at the lower level. Overall a good experience! Thank you :)"
328,삼락헌,8.0,"It was great to experience this traditional hanok. The owner was really helpful and keen to share recommendations of what to do, see and eat while in Jeonju. Sleeping on thin mats was not the most comfortable, but what we expected! The courtyard area was very nice and the whole place an oasis away from the business of the hanok village."
329,삼락헌,10.0,"Good memories to stay in a nice place with traditional design, it's so much beautiful. Room is clean & feel comfortable. Owner is kind & friendly, he treat us as well by recommend place to visit, food to eat and take us to rent hanbok with special price. I really love here ^^"
330,삼락헌,10.0,"The location is in the heart of the folk (hanoak) village. Very accessible to lots of cafes, restaurants, and shopping. The place was easy to find because there’s a big sign that leads you to the place. The staff was really friendly and helpful. We were able to check in an hour earlier and the gave us a map with places to see and food recommendations. The room was a little smaller than expected- we were a family of four traveling with 4 carry on suitcase. The top sleeping area gets a big cold so be aware of that. The room and bathroom was really clean. They serve a simple breakfast of toast, coffee and fruit. It’s nice to have breakfast with the door open overlooking the garden in the morning. They were also to store our luggage after we checked out so we can explore the area more. Overall, it was a good experience :)"
331,삼락헌,6.0,チェックインの受付がわからない。オンドルのみで部屋が寒い（クーラーあり）敷き布団が薄くて、腰が痛くなった。
332,삼락헌,10.0,立地がよく 韓屋村を堪能できました。 チェックイン時に色々と教えていただけて 本当に助かりました。 お部屋は静かで快適でした。 また行きたいです。
333,삼락헌,10.0,とても清潔で過ごしやすかったです。 オーナーも到着時に見所など説明してくださり食事も観光もスムーズに廻れました。 サイトの情報で見るより少し部屋が狭かったですがその他は大変満足しました。 チェックアウト時のオーナー婦人もとても親切でまた訪れたいと思いました。
334,삼락헌,10.0,
335,삼락헌,8.0,
336,삼락헌,10.0,
337,삼락헌,10.0,
338,삼락헌,10.0,
339,삼락헌,10.0,
340,삼락헌,10.0,
341,삼락헌,4.0,
342,삼락헌,10.0,
343,삼락헌,10.0,
344,삼락헌,10.0,
345,삼락헌,10.0,
346,삼락헌,10.0,
347,삼락헌,10.0,
348,삼락헌,10.0,
349,라온한옥꿀잠,8.0,"깨끗한 숙소 였습니다 가격대비 만족합니다 다만, 전통 한옥의 넉넉함은 다소 아쉬웠습니다"
350,라온한옥꿀잠,8.0,온돌이 따뜻해서 좋았습니다. 2층이 카페여서 커피와 조식이 편리하였고 사장님이 친절하셨습니다.
351,라온한옥꿀잠,10.0,"한옥마을안에 있어서 접근성이 좋았고, 합리적인 가격에 조식까지 포함~ 거기에 카페에서 과일 커피서비스까지 좋았네요."
352,라온한옥꿀잠,8.0,"너무 따뜻하고 아담하고 분위기 좋았어요 주인아저씨도 친절하시고, 서비스도 좋았습니다. 저렴한 가격에 전체적으로.가까이 있어서 정말 좋았습니다~"
353,라온한옥꿀잠,10.0,깨끗하고 편한함. 온돌바닥 뜨끈뜨끈합니다. 방문 바로 앞이 마당이 아니라 골목길에 가까움.
354,라온한옥꿀잠,10.0,성인 네명이 묵었는데요 후기에서 본대로 네명에게는 좀 작아요 하지만 성인여자 네명이라면 괜찮아요 방이 황토찜질방같은구조라서 매우 뜨겁습니다 어머니가 찜질방이라고 매우좋아하셨어요 방문을살짝열어놓으니 바닥은 뜨끈 공기는시원하고 과일먹고 놀았어요 그리고 주인 남자분 엄청친절하세요 핸드폰연락하면 바로 와주세요 저는늦잠자느라 조식 빼먹었는데 왜아침먹으러안왔는지 물어보시더라구요 기억력도 완전좋으심^^ 다른데 가본데는 부엌에서 아침 차려먹고 설거지해놓고 나오는구조였는데 여기준인분이 2층에서 카페를하셔서 여기서 전부준비해주시고 먹고 그냥나오면됩니다 카페뷰도좋았어요 간단요약. 넓은방이아니어도괜찮고 찜질방좋아하시는분께 추천ㅡ
355,라온한옥꿀잠,10.0,Good place to travel but it was a little humid
356,라온한옥꿀잠,8.0,"조식 제공이 좋았고 2층 카페에서 보는 한옥마을 경치가 맘에 들었습니다. 다만, 1층 객실은 4인이 쓰기에는 좀 작은 편이었고 방음이 거의되지 않아 불편합니다."
357,라온한옥꿀잠,10.0,저는 2월에 갔었는데 온돌방 정말 따뜻하고 좋았어요 좋았던 기억에 지금이라도 후기 남겨요 저렴한 방에 온돌 따뜻하고 맛있는 조식 이용팁 알려주시는 상냥한 사장님(?)... 최고에요 전주 또 간다면 꼭 여기서 또 자고싶어요 다만 문 잠그는게 좀 불편했어요 그것외엔 가격 위치 친절 서비스 전부 굿!
358,라온한옥꿀잠,8.0,내집에 에쁜 카페가 있는 느낌이라 좋았고 조식도 좋았다. 위치적으로 너무 한옥마을 복잡한 중간이 아니라 좋았음. 바닦요가 좀 푹신하지 않은편이라 하루이상 자기는 좀 불편할 듯.
359,라온한옥꿀잠,10.0,가격대비 짱입니다. 잘 지내다 왔습니다.
360,라온한옥꿀잠,10.0,한옥마을은 전반적으로 방이 좁습니다. 거울이 작아서 조금 불편했어요. 화장실에 콘센트가 없어서 방에서 드라이기를 썼어요. 한옥 특성 상 방음이 잘 안됩니다. 가족 여행객이 많아 이른 저녁부터 조용히 해야해요.
361,라온한옥꿀잠,10.0,예약을 잘못해 회사 끝나고 부랴부랴 식구들 데리고 전주로 고고.. 12시 넘어 도착해 주인분을 뵙지는 못했지만..문자로 상세히 알려주셔서 어려움 없이 방에 입성.. 넓은 편은 아니지만 여자 4명이 지내기 넘 딱이였어요.. 방바닥이 넘 따따해서 피곤한 몸 뉘우니 바로 꿈나라 입성했네요.. 아침에 일어나 2층 카폐에서 한옥 배경으로 간단한 조식 굿입니다.. 모처럼 떠난 가족여행 넘 즐거웠습니다.
362,라온한옥꿀잠,10.0,아주좋은숙박이었습니다 특히 조식이 정말 좋았습니다
363,라온한옥꿀잠,8.0,친구 3명과 1박2일 투숙 했었습니다 방이 좀 작긴 했지만 화장실도 깨끗하고 방안에 난방 조절기도 있어서 좋았습니다 방이 너무 더워서 새벽에는 결국 난방장치를 끄고 잤지만요 아침에 제공되는 간단한 커피와 토스트가 제공 되었구요 까페가 아기자기하게 꾸며져 있어서 앉아서 커피와 함께 시작하는 아침이 좋았습니다
364,라온한옥꿀잠,10.0,
365,라온한옥꿀잠,8.0,첫날은 옆방이 새벽 2시까지 떠들어서 조금 시끄러웠지만... 방은 되게아늑하고 난방도 뜨뜻하고 좋았어요. 예쁜방에서 푹 잘 쉬다왔네요
366,라온한옥꿀잠,10.0,위치도 좋고 아늑해서 좋았어요!
367,라온한옥꿀잠,2.0,"옛날 여인숙 느낌.가격,시설,방크기 등 모든 측면에서 불만족스러워 바가지를 실감한 느낌.전주 한옥마을에 대한 이미지도 안좋아졌음."
368,라온한옥꿀잠,10.0,사장님의 서비스가 굉장히 좋았다. 예약한 방이 마음이 들지 않다고 하니 곧 바로 변경을 해 주셨다.
369,라온한옥꿀잠,10.0,사장님도 친절하시고 주변 관광지도 많아 너무 좋은 경험이었습니다. 무엇보다 사춘기 아이들이 많이 좋아했답니다..다시 또 찾고 싶네요..감사합니다.
370,라온한옥꿀잠,8.0,게하에는 첨 묵었어요 방이 원룸형이어서 (화장실은 각각 있어요) 생각보단 작았어요 옆방 소음에 좀 약하고요 쥔장님 친절하시고 방 따땃하고 운치있는 대청마루와 위치 좋았습니다 아침에 모닝토스트도 센스있네요 가족이 묶어서^^ 좀 좁았지만 전반적으로 만족해요 외국인 게스트도 많이오시는듯요
371,라온한옥꿀잠,10.0,깔끔하고 한적하니 좋아요.
372,라온한옥꿀잠,10.0,"한옥마을을 구경하자고 조르는 딸을 위해서 갑자기 예약하게 되었는데..사장님이 너무 친절하게 설명해주시고 웃어주셔서 잘 구경하고 쉬고 왔습니다. 아침으로 먹은 과일과 토스트도 정말 맛있었어요. 교통이 정말 좋았어요. 바로 주위에 오목대와 전동성당, 남부시장 야시장 구경하기에도 가까운거리 였어요~^^"
373,라온한옥꿀잠,8.0,시설은 게스트하우스 방음이 안되는 편 그러나 깨끗하고 사장님이 친절함 한옥마을 관광하기 젛음
374,라온한옥꿀잠,8.0,위치도 좋고 가격대비 괜찮은 숙소였습니다. 사장님도 친절하시고 조식도 맛있게 먹었습니다.
375,라온한옥꿀잠,10.0,"친절히 대해주셔서 감사했어요. 깔끔한 조식도 감사했고요. 관광하기 좋았고, 까페도 넘 맘에 들었어요"
376,라온한옥꿀잠,4.0,취침시 문 안닫히고 안잠김. 외출시 자물쇠로 잠금. 일교차로 수면시 건조해서 목마름과 코막힘.
377,라온한옥꿀잠,6.0,"일단 한옥마을 안에 있어서 한옥마을 접근이 편했고, 좋았습니다. 한옥이라 멋스러움도 있었지만, 한옥마을은 처음 가본지라. 뭔가 옷장에 들어가는 느낌....???? 그리고 방음이 너무 안좋아서 저녁에 마음 놓고 수다 떨기가 눈치보여서 소근소근 했습니다. 사장님과 직원 분들은 친절하시고요, 갔던 날 비가 와서 마음껏 못 놀고 온 것 같아서 아쉽네요."
378,라온한옥꿀잠,8.0,"생각보다 작은 크기의 방이었지만 마루가 있는 한옥의 느낌이 좋았고 담벼락바로 앞으로 사람들이 많이 다니지 않는 길이라서 조용하고 마음에 들었습니다. 밤에 마루에 앉아서 바람을 쐴수도 있고 방문도 겉문 중문 모기장 등 여러개의 문으로 구성되어 좋았습니다. 화장실은 작은 편이고, 휴지통이나 화장할수있는 공간등이 부족한게 아쉽습니다. 사장님은 계속 불편한건 없는지 물어보시고 편안하게 해주셨고, 바로위에 카페가 있어 커피마시러 멀리나가지않아도 되는점이 제일 마음에 드는 부분이었습니다. 냉장고가 공용이라 여름엔 살짝 불편한듯 싶습니다.~"
379,라온한옥꿀잠,8.0,Very good
380,라온한옥꿀잠,10.0,깨끗하고 아늑한 시설이랑 정말 친절하신 사장님이랑 다 만족스러웠는데 매너없는 손님 때문에 담배냄새가 넘어와서 마지막에 조금 아쉬웠어요ㅠㅠ 손님들 입실할때 담배피지 말라는 말씀도 당부해주셨으면 더 쾌적하게 머물수있을것 같아요!
381,라온한옥꿀잠,10.0,아침조식되는 한옥숙박이 거의 없는데 조식도되구 좋았습니다^^ 한옥마을 인접성 & 방도 깨끗하고 불편함이 없었어요~~ 아! 칫솔이랑 치약까지 구비되어 있어서 감동이었습니다 최상급 호텔아니면 없는 경우가 다반사인데 세세한것까지 챙겨주는 느낌이어서 좋았습니다~ 다음에도 전주가면 다시 숙박하고 싶어요^ㅡ^
382,라온한옥꿀잠,10.0,단열이 진짜 최고였어요! 낮에 잠깐 보일러 틀고 말았는데도 밤까지 후끈후끈~방도 깨끗하고 위치도 좋았구요. 할인되는 2층 카페 전망도 좋았습니다.
383,라온한옥꿀잠,6.0,전체적으로 깨끗하고 직원들도 친절했지만 방이 작은편이었고 전통한옥이라기보단 황토방에 가까움 마당이 없는것도 단점 그러나 무료조식과 오가며 인사를 건네는 직원들의 친절은 장점
384,라온한옥꿀잠,10.0,"어머니 모시고 간 한옥마을 첫 여행이었습니다.성인 2인이 자기에 크기가 적당했고, 방이 따뜻해서 온도를 높이면 덥지 않을까 싶을 정도. 와이파이도 매우 잘 되고, 체크인/아웃 전에 캐리어도 맡아주셔서 계획한대로의 편안한 여행을 하였습니다.사장님도 매우 친절하십니다."
385,라온한옥꿀잠,8.0,"한옥마을에서 자고싶은 마음이 있어 호텔대신 이곳을 선택했습니다. 가격대비 훌륭한 선택이었다고 생각되지는 않아요. 첫인상은 좋았습니다. 사장님 친절하시고, 방 청결하고. 좁다는 것은 알고 예약했으니 문제가 되지는 않았습니다. 문제는 방음이었어요. 일단 한옥의 특성상 방음에 취약하다는 말은 들었지만 정말로 말소리까지 다 들릴 줄은 몰랐어요. 새벽 2시쯤 들어온 옆방 손님들이 떠드는 바람에 잠에서 깨어났고... 그 뒤로 그들이 이야기하는 소리를 고스란히 들으며 아침이 되었습니다. 너무 시끄러워서 차라리 텔레비전을 틀어놨어요. 그렇다고 옆방에서 큰 소리로 떠든 것은 아닙니다. 그냥 방음이 전혀 안되는 것 같았어요. ㅠㅠ"
386,라온한옥꿀잠,2.0,사진에 속지말고 가족 유아 소아 동반 가족은 다른곳으로 알아보세오
387,라온한옥꿀잠,10.0,좋은 이용후기가 사실이었어요..따뜻하고 깨끗하고 계속된 관리와 배려가 보이는 일박이일이었어요 특히 예쁜 이층 까페에서 제공되는 간단한 조식은 깔끔하고 신선했네요. 체크아웃후에 짐도 맡아주셔서 버스시간까지 편안하게 돌아볼수있었구요 한옥마을내위치도 좋고 주인분이 주신 간단지도와 팁도 유용했어요. 참 잘있다갑니다 주변에 추천할께요
388,라온한옥꿀잠,8.0,"방이 엄청 따뜻했고요, 방의 크기는 가족3명이 자기에 딱이긴 했으나 조금 좁은감이 있어요 위치는 한옥마을 안에 있어 도보로 한옥마을 구경은 가능했고, 주차가 조금 아쉬었어요. 다행히 평일에 가서 그런지 노상주차(게스트하우스 바로 앞 도로변)를 하였는데 따로 주차비를 받지는 않았어요"
389,라온한옥꿀잠,8.0,"공교롭게도 어떠한 당황스러운 사건이 발생했음에도 불구하고 친절하고 침착하게 대응해주신 직원분, 그리고 따뜻한 방! 한옥의 특성상 물 흐르눈 소리, 위에서 걷는 소리 등 조금씩 들리기는 하는데 딱히 신경쓰일 정도는 아니었어요. 아늑하게 가족끼리 잘 지내다 갔네요~ 옆에 큰 길도 있고 안쪽으로는 한옥마을도 잘 둘러볼 수 있고 주차장과도 그리 멀지 않고 괜찮은 위치였던 것 같아요! 추천합니당"
390,라온한옥꿀잠,10.0,"화장실 완전 청결 수건충분하게 주셔서 4인가족 잘 쓰고 왔습니다. 방 따뜻, 오히려 넘 지글지글 끓어서 찜질방 좋아하시는 분 강추입니다. 위치는 오목대와 가깝고 한옥마을 안에 있어서 모든 시설 걸어서 이용가능합니다. 운영자님 정말 친절하시고 현지의 다양한 정보 잘 안내해 주십니다."
391,라온한옥꿀잠,10.0,.....................................................
392,라온한옥꿀잠,10.0,한파였지만 전혀 모를 정도로 따뜻했구요. 침구류와 수건이 청결해서 기분좋았습니다. 근처에 경기전과 남부시장 등 볼거리. 먹거리가 가까워서 위치도 매우 좋았습니다. 특히 아침에 갓내려준 원두커피와 과일. 금방 구운 토스트가 맛있었습니다 다음에 전주에 내려가면 또 묵고싶은 게스트하우스입니다. 방마다 욕실겸 화장실이 있어서 편리했단 말도 덧붙이고 싶네요. 친절한 주인의 안내도 좋았구요.
393,라온한옥꿀잠,10.0,"한옥마을 걸어다니기도 너무 편했고, 너무 친절하셔서 머무는 내내 너무 좋았어요! 한옥이라그런지 너무 따뜻했고 깨끗했어요;)"
394,라온한옥꿀잠,8.0,한옥마을 큰 길쪽에 위치해서 택시 타고 가시면 바로 앞에서 내리실 수 있어요. 방과 화장실은 좀 작지만 사장님이 너무 친절하시고 건물도 예뻐 잘지내다 왔습니다. 방음이 안돼서 옆 방 하는 얘기가 다 들리는건 좀 아쉬워요. 조식도 식빵과 잼 과일 조금 커피와 오렌지주스 깔끔하고 좋았습니다
395,라온한옥꿀잠,10.0,부산 친구들이와서 갑작스레 잡은 숙소. 밤늦게 입실하였는데 전혀 불편함을 못느끼게끔 미리 문자로 친절히 안내해주셔서 좋았습니다. 친구들이 만족하여 제가 더 뿌듯! 한옥마을 여행오시는 분들께 적극추천드립니다. 위치가 너무 좋아요~ 한옥이라 위생부분에서 살짝 걱정했는데 깨끗한 룸상태에 두번 감동!
396,라온한옥꿀잠,10.0,굿굿굿
397,라온한옥꿀잠,10.0,"일단 한옥이라는 특성상 (흙벽) 방음은 굉장히 안됩니다. 이곳 뿐만 아니라 한옥으로 지어진 숙박업소는 어디든 마찬가지일 거예요. 그점만 감안하신다면 최고의 숙소입니다. 위치도 한옥마을 내에 위치해 있어서 구경 다니기에도 부담이 없었고요, 큰길가 옆이라서 바로바로 택시 잡아 이동하기에도 좋았습니다. 한옥마을 내에 있긴 하지만 관광객이 많이 드나드는 위치는 아니라서 외부 소음은 걱정하실 것 없어요. 제가 엄마와 체크아웃 하는 날엔 비가 왔었는데 2층 까페에서 커피 한 잔 마시며 한옥마을 전경을 내려다보고 있으니 참 여유롭고 차분해지더라고요. 사장님도 너무 친절하시고 숙소도 깨끗해서 친구들에게도 추천해주고 싶습니다."
398,라온한옥꿀잠,8.0,깔끔한 신축 한옥... 전반적으로 만족스러웠습니다.
399,경기전 별당채,10.0,사장님 정말 친절합니다 방은 사진하고 실물하고는 같으나 사진에서는 넓게 나온다는 점 생각하시고요 자주 여행 다니는데 경기전 별당채 사장님 만큼 친절한 분은 못받습니다 우리가족 친절함에 모두 만족스럽운 여행 되었습니다 위치가 좋아 한옥마을 어디던 잘 돌아 다니고 좋았습니다
400,경기전 별당채,10.0,친절한 서비스와 주변 시설 정보제공에 대하여 자세하게 알려줘서 만적하였으며 다시 방문해도 같은 곳에서숙박할 것임
