,호텔이름,평점,후기
294,히든 베이 호텔,6.0,"뷰는 좋지만 ... 치약, 치솔, 면도기를 유료로 둔 걸 본게 처음이라 당황했습니다. 유료품의 품질은 좋지만 무료 옵션 없이 유료만 있으니 안 가져 갔으면 당황하고 기분이 안 좋았을 겁니다. 그리고 위치가 너무 외져서 썩 추천하고픈 호텔은 아니네요. 겨울인데도 온수풀을 운영하는 건 좋았습니다. 그런데 좀 작아요. 수영은 어렵고 물놀이는 됩니다. 아침 아홉시부터 청소하느라 시끄러운 것도.. 전체적으로 나쁘진 않지만 4성이라하기엔 하기엔 아쉬움이 남네요. 3.5성 쯤."
295,히든 베이 호텔,10.0,특이한 외관으로 기억에 남는데 호텔도 참 멋진 장소 멋진 내부 멋진 서비스 특히 호텔 밖 바다 뷰는 정말 굿 조그만 아쉬움 방이 조금만 컸으면
296,히든 베이 호텔,10.0,바닥이 온돌이라 새벽내내 진짜 따뜻하게 잘 잤습니다 바닷가 바로 앞이라 뷰도 좋고 조용했습니다
297,히든 베이 호텔,10.0,좋은데 넘 건조해요 가습기 있으면 좋겠네요
298,히든 베이 호텔,4.0,4성급 호텔인데도 배치해둔 로션이 오래되서 덩어리가 졌고 기본 배치해둬야하는것들을 사와 써야 하는 일이 생겼고요 매점도 살것도 없었습니다 4성급 호텔 돈들여 갔지만 기대 이하였습니다 하지만 아침 전경은 좋았습니다
299,히든 베이 호텔,8.0,일출 일몰을 방에서 볼수 있었구요. 연결된 해안도로를 따라 산책을 하였습니다. 치솔 치약은 준비해서 가세요. 유료포함이더라구요.
300,베니키아 호텔 여수,10.0,방도 넓고 깨끗하고 화장실도 깨끗했어요! 무엇보다 오션뷰가 너무 이뻤습니다 ㅎㅎ
301,베니키아 호텔 여수,8.0,바로앞 바다전망이 괜찮았고 통유리창도 괜찮았습니다. 그땐 몰랐지만 가까운거리에 소호동동다리를 알게되어 좋은여행이 되었습니다.
302,베니키아 호텔 여수,10.0,잘 있다가 갑니다.
303,베니키아 호텔 여수,10.0,
304,베니키아 호텔 여수,10.0,숙소가 전체적으로 깨끗하고 직원분들이 매우 친절하셔서 좋았습니다.
305,베니키아 호텔 여수,10.0,가격 대비 넓고 쾌적. 오션뷰라 더 좋았어요. 또 머물고 싶은 곳!
306,베니키아 호텔 여수,10.0,가성비갑입니다. 방도 넓고 깨끗하고 침구도 뽀송뽀송해요. 조식도 종류는 적지만 다 맛있어서 먹을것만 갖다놓은 느낌이라 배부르게 잘먹었네요. 직원분들도 정말 친절하시고 코로나대비도 철저히 하는거같아서 좋았어요
307,베니키아 호텔 여수,8.0,호텔 자체가 조금 낡은 감이 있었고 전등스위치 위나 속 커튼 등 구석진 곳은 먼지가 좀 있었지만 대체로 깨끗했어요. 요즘같은 코로나시국에 대한 대응 관리 측면은 올바르게 지켜지고 있었고요. 조식이 먹을만했어요. 다만 주차장 진입로가 너무 협소하고 주차공간이 부족해서 옆에 공영주차장을 이용해야하는 점이 조금 불편. 한편 중형이상의 차량은 공영주차장 이용하는 편이 휠씬 나은듯해요. 널널하고 공간도 오픈형에다가 호텔에서 비용을 정산해주거든요. 주차비도 저렴해요.
308,베니키아 호텔 여수,10.0,가성비 최고. 성수기에 이 가격으로 이만한 호텔은 없음.
309,베니키아 호텔 여수,8.0,"Comfortable, Was good!"
310,베니키아 호텔 여수,10.0,숙소는 깔끔하고 좋았습니다. 다만 통상의 관광지인 케이블카 근처는 아니라는 점이 아쉽다면 아쉬운 점일 것 같습니다.
311,베니키아 호텔 여수,8.0,전에 이용해본적이 있었는데 이번에도 잘이용했구요 가는날이 흐려 바다뷰를 많이 즐기진못했지만 전면이 창이라서 아주 만족스러웠습니다 이전에 이용하신분이 화장실에 치킨무 국물같은걸 버린거 같은데 현관에 들어갈때마다 냄새가 올라왔어요 체크인할때 열체크 코로나 큐알코드 확인해주시는것도 좋았구요 조식은 무난합니다 가성비 좋은호텔로 추천드릴게요!
312,베니키아 호텔 여수,10.0,가족과 2박3일 ! 베니키아 호텔이 딱 이네요~
313,베니키아 호텔 여수,6.0,주요 관광지랑 거리가멀고 여천역이랑 가까워요 화장실 배수가 좀 안되는건말고 무난했습니다
314,베니키아 호텔 여수,8.0,호텔 로비와 복도에 향수 냄새가 너무 강하였음. 직원이 친절하였고 객실도 깨끗한 편이었음.
315,베니키아 호텔 여수,10.0,깨끗하고 친절하고 밤 늦게 도착했는데 불편함 없이 잘 응대해 주셨습니다.
316,베니키아 호텔 여수,10.0,바다 바로 보이고 객실 깔끔하고 괜찮았어요. 조식도 괜찮았어요!
317,베니키아 호텔 여수,8.0,괜찮았고 만족함 하나 불편한건 주차문제 주차장이 너무 좁고 자리가 몇자리 안돼서 공용주차장을 이용해야하는데 비오는날엔 많이 불편합니다
318,베니키아 호텔 여수,10.0,전체적으로 숙소는 정갈했습니자. 다만 대형차는 호텔 건물 주차장 진입에 어려움이 있습니다. 대형차는 호텔입구에 차를 주차하고 호텔뒤 주창장을 확인후 주차하시는 것이 좋겠습니다
319,베니키아 호텔 여수,10.0,비교적 깨끚하고 안락함. 다만 회장실 냄서ㅔ
320,베니키아 호텔 여수,10.0,일단 호텔은 대대대만족입니다! 가족여행왔는데 아주 잘쉬다 갑니다. 바다전망으로 예약 하길너무잘했고 2박3일있었는데 깨끗해서 너무 좋았어요~ 조식도 추가로 먹었는데 만족했구요. 한가지 아쉬운점이라면 주차입니다. 진짜 운전을 잘하는사람이라도 공간이너무 작아서 올라가거나 내려갈때 심자이 쫄깃해지는 기분을 느낄수있더라구요. 차라리 뒷쪽에있는 공용주차 공간을 이용하는게 마음이 훨씰편하더라구요! 그래도 호텔이좋아서 너무 만족스러운 여행이였습니다~
321,베니키아 호텔 여수,10.0,위치 가격 모두 좋습니다. 특히 조식이 맛있어요.
322,베니키아 호텔 여수,8.0,깨끗하고 넓고 편안한 분위기 전체적으로 좋았어요 직원도 친절하고 다른분들에게도 강추합니다 잘쉬고 갑니다
323,베니키아 호텔 여수,10.0,직원들 친절하고 룸도 깨끗하고 넖어서 가족여행으로 좋았어요. 주차장 진입로가 좁아서 아쉬움.
324,베니키아 호텔 여수,8.0,주차장 너무 불편해서 길가 주차핸요.
325,베니키아 호텔 여수,8.0,깨끗하고 조식도 깔끔했어요~ 나가면 술집 밥집도 있고 괜찮아요~^^
326,베니키아 호텔 여수,8.0,주차가 불편했으나 직원분이 너무 친절했습니다. 방안에 향이 너무 강해요 그치만 가격대비 가성비는 너무 좋은 곳입니다. 조식이 괜찮아요
327,베니키아 호텔 여수,8.0,깨끗하고 친절하였으나 관광지와의 거리가 좀 있어서 편도 택시비가 만원 정도 나왔습니다. 침대가 작고 다소 불편했어요.
328,베니키아 호텔 여수,8.0,숙박은 괜찮았습니다. 저녁을 못먹고 늦게 도착하게 되었는데 직원분이 주변에 식당이라던지 주변을 잘모르는거 같더라구요. 그게 좀 아쉬웠는데 그거 빼고는 만족합니다.
329,베니키아 호텔 여수,10.0,프론트 직원들이 참 친절하고 객실 청결함이 5성급이상~~
330,베니키아 호텔 여수,4.0,호텔 주차장은 최악 호텔의 수건은 너무 오래사용해서 색이 다 바램
331,베니키아 호텔 여수,10.0,깨끗하고 좋아요
332,베니키아 호텔 여수,8.0,호텔방 자체는 넓고 깨끗했습니다. 다만 호텔 전체의 분위기가 러브호텔 같은 점이 좀 아쉽기는 했네요
333,베니키아 호텔 여수,8.0,주차장 빼곤 다 좋아요
334,베니키아 호텔 여수,8.0,조식부터 맘에 들었습니다 그런데 휴대폰 충전기등 비치가 안되여있어 챙겨가셔야 해요
335,베니키아 호텔 여수,10.0,난방이 약해 잠잘때 쫌 추운것 빼고 다 좋았음.. 참..초보 운전자는 주차장 들어가기 어려움..
336,베니키아 호텔 여수,8.0,야간 옆방 소리가 들릴정도의 소음이 있어 옥에티정도이나 대체로 만족함 조식이나 매점시설이 없어 아쉬움
337,베니키아 호텔 여수,6.0,"무난 평범 사진이 좀 더 좋아보이고, 호텔이라기 보단 모든 부분이 모텔에 가깝다. 가성비 대비 좋음"
338,베니키아 호텔 여수,8.0,가족룸 5인방에 묵었습니다. 가격대비 너무 만족해요~ 리모델링 되어서 넓고 편했습니다. 다만 주차장은 불편했습니다. 공원이 바로앞이라 산책하기 좋아요^^
339,베니키아 호텔 여수,8.0,커텐에 얼룩이 많고 샤워부스에 물이 안빠져요. 직원분들은 친절하고 조식도 맛있어요. 늦게가서많이 못먹은게 아쉬워요.
340,베니키아 호텔 여수,8.0,사진으로 보는것보다는 확실이 좋아보이진않지만 비지니스호텔급같네요 다만 직원분들 응대나 표정이 너무 좋네요 직원분들 표정과 응대만 본다면 훌륭한호텔인거같아요 객실청소하시는 직원분들 표정과 응대도 너무 친절하고훌륭했어요
341,베니키아 호텔 여수,10.0,디럭스룸은 너무 따뜻하고 좋았어요. 도심전망 더블룸은 북향이라 좀 추웠음. 바다쪽 전망은 너무 좋아요.
342,베니키아 호텔 여수,8.0,깨끗하고 참 좋아요. 화장실 넓고 좋습니다. 화장실에 젠다이가 없어서 세안용품 올려둘 자리가 없어서 살짝 불편하긴합니다. 설연휴라 주차장 붐비는데 뒷쪽 공영주차장 이 무료라는걸 숙박업소 문 두드리기전에 알려주는 표지가 있으면 좋겠어요. 그 앞 선소 유적지도 산책겸 둘러보니 좋았습니다.
343,베니키아 호텔 여수,10.0,직원들의 친절함과 시설에 대체적으로 만족하였습니다.
344,베니키아 호텔 여수,8.0,깨꿋하고 친절한 호텔이었어요.바닷가에 위치하여 쾌적하고 좋았습니다. 조식이 좀 부족하여 아쉬웠지만 대체로 만족스러운 곳이었습니다.
345,베니키아 호텔 여수,10.0,체크인시간전 도착했어도 대응 조치가 빨리 이루어졌고 마무리도 좋았습니다. 나중에도 이용하겠습니다
346,베니키아 호텔 여수,10.0,"가구, 침구 모두 깨끗함. 화장실 넓고 깨끗했슴. 바닥난방도 있어서 잘때는 난방기 끄고 자도 따뜻/쾌적하게 잠. 또한 환기도 잘됨. 조식 맛있게 먹음. 과식함. 음식 모두 맛좋았음."
347,베니키아 호텔 여수,10.0,작은 호텔이지만 객실이 너무 깨끗하고 직원분들이 너무너무 친절하셨습니다. 가격 대비 너무너무 훌륭한 호텔이었습니다.
348,베니키아 호텔 여수,8.0,깨끗하고 관리가 잘되어있어요 베개가 높은것이 불편해요 낮은거하고 섞어있으면 좋겠어요
349,베니키아 호텔 여수,8.0,직원들 친절하고깨끗하고 편한데 주차공간이 좀 비좁은것이흠이네요
350,더 호텔 수,10.0,방이 넓고 깨끗해서 좋았어요. 숙소 바로 옆에 있는 다리 때문에 뷰는 보이지 않아서 아쉬웠어요.
351,더 호텔 수,10.0,3성급 이름값이 있는 호텔이었습니다. 코로나일 때 간게 조금 흠... 저녁에 편의점을 안열어서 헤이븐까지 가야하는건 조금 그랬습니다.
352,더 호텔 수,8.0,길치인 저에겐 호텔 찾기가 쉽지 않았어요. 네비에서도 길이 안나와 거북선대교만 몇번을 왔다갔다 했네요. 골목 들어가기 전 이정표를 조금 더 눈에 띄게 해주셨음 좋겠습니다(골목에서 이정표를 못보고 신호받고 다시 나오기까지 했어요)
353,더 호텔 수,10.0,직원들이 우선 친절하여서 첫인상이 좋은상태였습니다. 온돌방에 묵었는데 전체적으로 깨끗하였습니다. 루프탑이 너무 좋았어요 여수~그리고 모텔과 호텔사이...더호텔수ㅋㅋㅋ 좋은기억남기고 갑니다^^
354,더 호텔 수,10.0,오션뷰도 좋고. 시설도 깨끗했어요. 옥상에서 해물라면도 좋고. 와인잔 대여도 좋고 옥상에 야경도 예술이구요 ㅎ
355,더 호텔 수,10.0,넓고 깨끗하고 서비스도 좋았습니다. 루프탑 및 여수 전체에 대한 뷰도 굉장했네요. 낭만포차 거리도 걸어갈 정도로 가까웠습니다.
356,더 호텔 수,8.0,오션뷰도 너무 좋고 깨끗하고 편안했습니다. 다만 3명으로 예약했는데 에머니티를 2명 것만 준비해주셔서 아쉬웠습니다.
357,더 호텔 수,8.0,시설이 깨끗해서 좋아요
358,더 호텔 수,8.0,호텔은 음식 조리가 가능한 타입이라 간단한 요리를 해먹을 수 있어 좋았어요..객실도 깨끗하고 직원들도 모두 친절해요..아침 조식도 나름 괜찮구요..전일 신청하면 할인도 되니 만족합니다..근처 낭만포차는 도보로 이동 가능한 장소라 위치도 좋아요..바로 옆이 거북선대교라 씨끄러울줄 알았는데 방음도 좋아 거의 자동차 소음은 들리지 않아요..하루 잘 쉬었다 가요..만족합니다
359,더 호텔 수,10.0,루프탑 최고 입니다 음식값 비쌈
360,더 호텔 수,10.0,너무좋았어요 제일중요한게 깔끔한건대 엄청깔끔하고 침구가 아주 굿굿 그리고 화장실도 엄청 청결했어요 물론 직원분들도 모두요
361,더 호텔 수,8.0,"자정넘어 도착, 늦은 체크인에도 친절히 응해주셨고 컨디션은 그냥 무난했어요. 어린아이가 있어 온돌룸 했는데 방온도가 일정치않아 그게 좀 아쉬웠고 요가 좀 너무 많이 얇아 맨바닥에서 자는 듯한 아쉬운 느낌은 있었습니다. 가성비는 괜찮았던거 같아요. 리뷰들에서봤던 스타일러 이런건 디럭스 이상만 있는거 같더라구요 당일예약이라 스탠다드 온돌룸이엇는데 그래서인지, 스타일러는 없었습니다. 칫솔치약도 구비되어있고 화장실도 깨끗했습니다. 테라스가 있어서밤바다 구경하는데는 2층이어도 무리없었습니다."
362,더 호텔 수,8.0,지금까지다닌숙소중에 깨끗함이최고엿어요 에어컨틀어도 냄새도안나고 이불도 너무깨끗하고 머리카락하나없엇어요 냉장고 화장실다너무너무좋앗는데 뷰가 다리밑에쪽을보고잇어서ㅠ 그거빼고는 강추ㅋ
363,더 호텔 수,10.0,회사 워크숍으로 2박3일 동안 편안하게 잘 지내고 옴. 호텔 서비스도 너무 좋고 조식 또한 2일 동안 아주 맛있게 먹어 음. 너무 편안한 이용 감사했습니다...
364,더 호텔 수,10.0,온돌룸 이용했는데 편안하게 잘 쉬었다 갑니다.
365,더 호텔 수,6.0,숙소 청결과 뷰는 매우 좋습니다. 에어컨 리모컨이 비치되어 있지 않아 당혹스러웠습니다. 호텔이라기 보단 콘도미니엄에 가깝습니다.
366,더 호텔 수,8.0,생각보다 좋았어요 객실도 깨끗해요
367,더 호텔 수,8.0,좋았어요~
368,더 호텔 수,4.0,숙소 위치 찾는데 오래 걸렸네요 그리고 주위에 편의시설도 문 다 닫고 해서 후회했습니다
369,더 호텔 수,10.0,서비스도 좋고 핀절하고 깨끗하고 전반적으로 좋았습니다.
370,더 호텔 수,8.0,공사중이라 좀 어수선했지만 나름 잘지내다옴
371,더 호텔 수,6.0,요즘 사태 때문에 호텔이 비수기라는것은 인정합니다.근데 호텔에서 위층에서 그렇게 걸을때마다 천장이 울릴정도로 시끄러웠다.잠을 못잘 정도.
372,더 호텔 수,10.0,"군더더기 없이 깔끔하게 꼭 필요한 것들로 채워진 숙소였어요. 침구를 비롯해 청결하였고 객실안에 전자렌지, 식기류 등이 있어 간편식으로 아침 식사를 하기에도 좋았습니다. 낭만포차까지 도보로 이동하였는데 해질녘 다리위에서 보는 풍경도 멋있었습니다."
373,더 호텔 수,10.0,너무좋아요 ~~다음에 또 갈꺼에요
374,더 호텔 수,10.0,"낭만포차까지 거리는 멀지 않지만 가는 길이 차도라 그게좀 아쉬웠지만, 숙소 상태나 가성비는 매우 만족합니다 스타일러에 감동하고 돌아가요ㅎㅎ"
375,더 호텔 수,8.0,
376,더 호텔 수,8.0,거북선대교 바로 옆에 위치하여서 거북선대교의 야경을 즐길수가 있었습니다. 돌산공원도 바로 부근...저녁식사 후에 돌산케이블카 탑승장 3층에 올리가 야경도 만끽했어요. 즐거운 가족여행이 되었습니다.^^
377,더 호텔 수,8.0,
378,더 호텔 수,8.0,비수기 저렴한 가격에 잘 다녀왔어요~~ 여수도 가게되면 이용할 계획이에요^^
379,더 호텔 수,6.0,깨끗하고 다 조은데 화장대가 없어서 불편했음
380,더 호텔 수,6.0,생각보다 다리를 도보로 건너다니기 괜찮았어요. 택시도 잘 오는 편입니다.
381,더 호텔 수,10.0,기대와 가격대비 우수함
382,더 호텔 수,10.0,편의시설이 많고 편리하고 좋았어요
383,더 호텔 수,8.0,새로 생긴지 몇년 안되서 시설 좋고 주변도 좋은데요. 직원분들 서비스 수준은 별로 였습니다. 역시 지방 소도시에는 모텔 수준 서비스 였습니다.
384,더 호텔 수,8.0,호텔 자체는 깨끗하고 안락한 느낌으로 전체적으로 좋았습니다. 낭만포차 가기 좋은 위치로 생각하고 잡은 숙소였습니다만 다리 건너 바로 위치했음에도 불구하고 굉장히 많이 돌아가야한다는 아쉬움이 있었습니다. 1층에 있는 편의점이 11시까지만 운영한다는것도 조금 아쉬운점으로 남네요.
385,더 호텔 수,10.0,깨끗하다는 후기가 많아 2박 예약 했는데 침구등 모두 깨끗해서 좋았어요~^^
386,더 호텔 수,6.0,"조식은 예약을 안했다가 13000씩이라고 해서 현장에서 예약했는데, 나가서 식당에서 사먹는게 더 좋았을 걸 하고 후회를 했습니다. 한식에 걸맞는 반찬도 많지 않았고, 밥도 완전 꼬두밥이어서 잘 씹히지도 않았고, 씨리얼과 빵, 식은 와플 과일은 오렌지와 파인애플 복숭아 캔 속의 가공식품, 어쨌든 13000원 주고 먹기는 아깝다는 생각이 들었습니다. 호텔은 깨끗한데, 굳이 돌산에 숙소를 잡지 않았어도 될걸, 거북선대교 바로 밑에 위치해 있어서 뷰도 별로 였습니다. 3층으로 배정해 줘서 창문을 열면 다리만 보이고 다음에 여행할땐 저렴하면서 접근성이 좋은 여수역 근처나 종포해양공원 쪽의 게스트하우스 정도로 잡아도 좋을 것 같다는 생각을 했습니다. 이건 뚜벅이어서 더 들었던 생각이구요. 차를 가져가도 굳이 갈 생각은 없습니다. 조식이라도 맛있게 해 줬다면... 여수니까요. 맛의 고향인 여수에서의 호텔 조식이라면 펜션에서 갖추지 못한 그 무엇이 있어야 한다는 생각입니다."
387,더 호텔 수,10.0,"숙소 깨끗, 친절한 응대 가성비 좋고, 여수밤바다 조망에 우수한 호텔 네비로 찾아가기 어려울 수 있으나, 이순신대교 넘어 바로 우회전하면 되니 당황하지 말것 케이블카 타기 가까우며, 나폴리 횟집 등 도보 10분 가능 호텔임 다음에 다시 이용할 의사 큼"
388,더 호텔 수,10.0,깨끗하고 비품이 좋았습니다.
389,더 호텔 수,10.0,시설 깔끔하고 좋네요 직원분도 친절했고 다시 갈 의향 있어요
390,더 호텔 수,10.0,아주 좋아요
391,더 호텔 수,8.0,방에 들어갔는데 은은하게 찌린내? 비린내가 나더라구요 그거 빼곤 없었구요 1월1일이었는데 옥상에 해 돋이 보는 사람들 위해 불을 피워준 배려가 좋았습니다!
392,더 호텔 수,10.0,처음으로간 여수여행...수호텔 너무 좋았어요...약간 외지긴했지만 바다뷰..여수 야경뷰가 굿입니다..직원분들도 넘친절하시고요...다음에 여수가면 또 더호텔수로 할거예요..
393,더 호텔 수,10.0,깨끗하고 깔끔했어요. 화장실 문이 나무라 방음이 좀 안되느 거 빼고는 전체적으로 다 좋았네요.
394,더 호텔 수,2.0,진짜 돈아까움
395,더 호텔 수,10.0,"아이 침대까지 있어서 아이들이 좋아했고, 우연히 호텔안에서 불꽃놀이까지 보게 되어 너무 좋은 추억을 남겼습니다~~!! 감사합니다~~!!"
396,더 호텔 수,4.0,"체크인 순간부터 별로(이유는 분명 우리가 1시간 전부터 일찍와서 체크인 하려는걸 봤으면서도 모른척 자기일만 하던 데스크 짱^^)..3층 온돌방 침구류에는 여자 머리카락이, 하수구에도 ㅠㅠ) 아들 면회 때문에 1박만 해서 다행임^^ 최악은 주차장소가 태부족, 윗방인지 옆방인지 화장실 물내리는 소리가 너무 잘들려요^^ 요근래 묵은 호텔 중 최악이었습니다 ㅠㅠ"
397,더 호텔 수,10.0,급하게 여수여행결정하고 4인가족실 찾아보다 깨끗한 온돌방이 있어서 예약하고 방문하게되었어요.설비나 물품들이 모두 새것으로 깔끔해서 좋았어요.난방이 너무 잘되어 더울정도로 보냈습니다.다만 한가지 아쉬움~주차장 혼잠하여 걸어서 3~5분거리 주차하고 걸었어요.편안하고 조용한 잠자리였음에 만족합니다^^
398,더 호텔 수,10.0,기대 안하고 갔는데 너무 좋았어요~ 여수여행가면 또 이용할겁니다! 추천해요!
399,더 호텔 수,10.0,"PC가 설치안되서 아쉬웠네요. 그외 조식뷔페 만족스럽구여, 옥상에서 거북선대교와 컬러빌리지, 케이블카가 잘 보여서 좋았네요"
400,다락휴 여수 캡슐호텔 by 워커힐,8.0,체크인 하기 전부터 체크인 하는 방법이나 주차 안내 등 상세한 메시지를 여러차례 보내주셔서 유용하게 잘 이용했어요. 다만 체크인 당시 숙박객들이 많이 몰리는 시간이라서 자세한 안내를 받거나 하지는 못했던것 같아요. 안내문이 프론트에 비치되어 있던데 룸에도 부착되어 있으면 좋을것 같아요. 그리고 풋매트에 갈색 얼룩이 있어서 조금 신경쓰였어요. 그 외에는 숙소 위치고 좋고 라운지 시설도 잘 되어 있어서 좋았습니다. 무엇보다 침대가 너무 편했어요!
401,다락휴 여수 캡슐호텔 by 워커힐,8.0,간편한 조식을 운영하고 있어서 편리함 캡술 호텔이기 때문에 공간이 생각보다 협소할수있으니 많은 짐을 들고가는건 비추 주변 산책 및 달리기 하기에 좋음 커뮤니티 공간에 간단한 보드게임이 있어 시간보내기 좋음
402,다락휴 여수 캡슐호텔 by 워커힐,10.0,만족합니다. 주차가 다소 불편하네요. 주차장과 호텔 리셉션이 거리가 있습니다.
403,다락휴 여수 캡슐호텔 by 워커힐,6.0,"성수기에 이가격이면 괜찬은거맞아요 위치고 여수엑스포역바로앞에있어서 차업으신분들도 충분히 편히 쉴수있고, 저녁에 주변에 진짜 조용해서 잠도 잘잘수있고요 다만, 제가 그냥 평점을 그저그런걸루 준 이유는 1. 저녁에 건물 자체가 너무 어둡고 벌레가 진짜 많다, 여름이여서 그런건지몰라도, 죽은 바퀴벌래시체가 진짜 많았어요... 2. 건물특히 로비 공간에서 (조식먹는곳) 찌린내가....진짜 심각하게난다... 방에서는 약간 나는 정도인데 로비에서 간단한 조식먹는곳에서...그런냄새가나서 전 너무 비위상해서 조식이고뭐고 로비 지날때 숨참고 지나갔어요;;; 3. 주차장에 안내가 진짜 잘안되어있어서 건물을 들어갔다나왔다를 반복한후에야, 다락휴가있는 D동이랑은 연결이안되어있다는걸 알게됬고, 그리고 주차장에서 엘베를 타고 다락휴까지 걸어가는 그 건물 길이...진짜.... 무슨 폐건물같아요;;; 엘베옆에 있는 화장실은...진짜......찌든냄새 뭔지모르겠는 아이들의 신발이 수북히 쌓여있고...진짜 무서워요 건물이 ㅠㅠ... 어짜피 하루밤 저렴하게 자는거여서 별상관없었지만, 그럼에도 불구하고, 침대는 매우 편안했고, 물 수압도 매우 좋았고, 밤에 밖에앉아서 바람쐬는것도 좋았어요"
404,다락휴 여수 캡슐호텔 by 워커힐,8.0,"캡슐호텔이라는 걸 알고 갔지만, 그렇게 좁은 곳일 줄은 몰랐습니다. 객식 크기에 조금만 여유가 있었더라면 더 좋았을 것 같습니다. 빵/시리얼/우유/커피 등이 제공되는 아침식사는 좋았는데, 식기 등을 정리하는 분이 직원을 나타내는 뱃지를 달고 있었더라면 좋았을 것 같습니다. 주차장에 두번까지 주차할 수 있도록(즉, 한번 나갔다 다시 들어와 주차할 수 있도록) 2회 사용이가능한 주차권을 제공하는 것은 참으로 편리했습니다. 여수엑스포 관련 시설을 즐기려는 분들께 추천하고 싶습니다/"
405,다락휴 여수 캡슐호텔 by 워커힐,8.0,"캡슐호텔이 궁금해서 동반 1인과 숙박했습니다. 방음, 청결, 공용 공간, 주차 공간, 핸드폰 연동 블루투스 하만카돈에 만족하나 가격 대비 공간이 매우 협소하여 개인적인 볼 일을 볼 때는 한 명이 나가 있어야 할 것 같습니다."
406,다락휴 여수 캡슐호텔 by 워커힐,10.0,
407,다락휴 여수 캡슐호텔 by 워커힐,10.0,룸상태도 좋고 간단한 아침 조식도 좋았어요
408,다락휴 여수 캡슐호텔 by 워커힐,6.0,편의시설이없어요 불편하네요
409,다락휴 여수 캡슐호텔 by 워커힐,10.0,생각보다 방은 작지만 방음이 잘되어요. 다른 시설이 좋아요
410,다락휴 여수 캡슐호텔 by 워커힐,8.0,"호텔침구라 아늑하고 좋았아요. 단지,, 샤워하면,, 음,, 물이 문밖으로 샌다고 해야 할까요? 그게 좀 문제 인거 같아요. 배수도 좀 느리구요. 그래도 1박 하기엔 딱 적당해요. 짐이 많이 없어서요. 케리어 들고 오시는분들은 좀... 마니 좁을거 같구요. 대체로 조용하고 라운지 이용 잼있었어요."
411,다락휴 여수 캡슐호텔 by 워커힐,10.0,매우 편안하고 조용했어요. 창밖으로 보이는 바다풍경도 훌륭했습니다!
412,다락휴 여수 캡슐호텔 by 워커힐,10.0,가격대비 매우매우 훌륭합니다! 조식도 있고 침구도 넓고 편하고 흠잡을곳 없이 깨끗!
413,다락휴 여수 캡슐호텔 by 워커힐,10.0,주차장
414,다락휴 여수 캡슐호텔 by 워커힐,10.0,"대부분 자차로 이용하시는 경우가 많을텐데, 주차장을 찾아서 호텔로 가는 경로가 매우 어렵습니다. 단점은 이거 하나뿐입니다. 보이는 A지하주차장으로 진입하여 출구쪽에 주차 후 엘리베이터를 이용하시면 B동 지상으로 이동하여 D동으로 도보로 이동하시면 다락휴 큰 글자가 보입니다. 사진을 찍어두지 못해서 텍스트로 설명하는데 가보시면 압니다. 부대시설 매우 깔끔합니다. 캡슐 호텔 특성을 잘 알지 못하고 기대보다 이상하다, 매우작다 등등 이상한 의견은 무시하시면 될듯합니다. 밤 11시까지 로비의 전자렌지 제빙기 아메리카노머신 이용 가능합니다. 조식으로 토스트와 햄, 쨈, 후레이크, 우유 등 제공되는데 어설픈 샐러드 조식보다 훨씬 낫습니다. 아, 여성분이 체크인부터 각종 문의사항 안내 응대 해주셨는데 매우매우 친절하셨습니다. 다음번에 또 묵고 싶네요. 감사합니다."
415,다락휴 여수 캡슐호텔 by 워커힐,10.0,"넓고 화려하지는 않지만 깔끔하고 잘 정돈된 호텔이었습니다. 불필요한 요소를 최소화하고, 잘 정제된 느낌이었습니다."
416,다락휴 여수 캡슐호텔 by 워커힐,10.0,깨끗했고 아주 만족했어요-!
417,다락휴 여수 캡슐호텔 by 워커힐,6.0,프론트 직원분 넘 친절하셨어요 ㅜㅜ 처음 캡술에서 자봣더니 창문없으니 답답하더라구요 시설은 깨끗했어요
418,다락휴 여수 캡슐호텔 by 워커힐,10.0,너무 아기자기하고 좋았음 객실 청소해주시는 분이 먼저 인사도 건네주시고 전체적으로 다들 완전 친절하셨음 앞으로 여수가면 여기만 올 거임
419,다락휴 여수 캡슐호텔 by 워커힐,8.0,위치 괜찮았구요 서비스도 친절하게 설명도 해주고 조식부분은 깔끔하게 정말간단하게 먹을만했어요 숙박내부분은 정말 안락해서 둘이 지내기엔 나쁘진않았지만...살짝 아쉬운건 환풍이 잘된다는점?? 눈에 보이지 않은 먼지가 ..많아서 건조하고 코와목이 컬컬하니 아팠어여 ㅜㅜ
420,다락휴 여수 캡슐호텔 by 워커힐,10.0,아주 만족합니다.
421,다락휴 여수 캡슐호텔 by 워커힐,10.0,무엇보다 직원분이 친절하셔서 좋았구요! 로비 짱! 남자친구랑 게임도 할 수 있는 포켓볼대 등 편의시설이 있어 좋았습니다! 아쉬운 점은 조식 빵이 조금 촉촉하지 않아서 기대에 살짝 못 미쳤습니다.ㅠㅠ 그래도 가성비 대비 굿입니다^^ 다음에 또 방문하겠습니다♡♡♡
