,호텔이름,평점,후기
314,더앤리조트 호텔&스파,8.0,"호텔 컨디션은 좋았는데 편의점 말고는 아무것도 없었어요 ㅜㅜ But, private beach는 안전하고 정말 좋았습니다 ^^ 식당이나 사우나 마사지 등 편의시설이 갖춰지면 정말 좋을거 같아요."
315,더앤리조트 호텔&스파,6.0,아직 준비가 덜 된 느낌은 있지만 나쁘지 않아요. 스파 및 수영장이 아직 개장하지 않은 것을 감안하여 아이들이 놀 수 있도록 대형풀과 미끄럼틀을 설치해 주셨는데 7세 5세 아이들 놀기에 딱 좋았어요. 청소상태도 좋았구요. 다만 처음 들어갔을 때 약간 새집 냄새(?) 같는 게 났었는데 담날부터 제가 적응이 된 건지 아니면 사람이 지내서 그런 건지 냄새가 안나더라구요. 2일차였나? 그때는 갑자기 전자렌지가 설치돼 있어서 먼가 재밌기도 했네요. 아무튼 갖춰져 가고 있고요. 투숙객 받기에는 무리 없었어요. 샌드위치 제공하는 이벤트는 카페에서 아메리카노2잔이랑 블루베리 케이크 쿠키 주는 것으로 바뀌었는데 저희는 커피를 안 마시는지라 다른 거 안줘도 되니 음료 바꿔 줄 수 있냐 했는데 절대 안된다 하셔서 좀 아쉬웠네요. 다른 날은 괜찮았는데 마지막날 카페 담당하신 직원은 굉장히 불친절 했구요 ㅜㅜ 2일차에는 카페에서 이벤트 쿠폰 안 쓰고 조식에 사용했는데 신랑이 그냥저냥 나쁘지 않은 조식이었다 하네요. (저는 그냥 조식 굳이 넘나 많이 안 먹어도 돼서 신랑만 가서 먹어봄)
316,더앤리조트 호텔&스파,8.0,다 좋았는데 방 문에 아직도 예전 문짝이 그대로 있는지 상당히 거슬림 진입로도 개선이 필요해보임. 1차선편도밖에 없음
317,더앤리조트 호텔&스파,4.0,스파가 없어요ㅠㅠ
318,더앤리조트 호텔&스파,8.0,"준비가 안된 상태에서 오픈한 것이 많이 아쉽네요. 진입로가 가장 열악했습니다. 2박을 묵었는데 첫째날은 저녁 8시에 체크인을 했는데 숙소 청소가 거의 되지 않은 상태였고, 이튿날도 나갔다 저녁 11시쯤 돌아왔는데 수건만 바꾸어줬고 청소는 안한 것 같았습니다. 전반적으로 매우 아쉬운 여행이었습니다."
319,더앤리조트 호텔&스파,2.0,전혀 준비 되지 않은 호텔이었습니다. 체크인에서-체크아웃까지 경력자가 한명도 없는 듯 합니다. 가장 아쉬웠던 부분은 룸의 상태 였습니다. 역대급 더러운 방이었습니다.
320,더앤리조트 호텔&스파,10.0,"아직 부대시설은 다 완공되지 않아, 공사 중이였으나 객실은 깨끗하고 아늑하며, 잘 쉬다 갈 수 있었다. 그러나 체크인 과정에서 이제껏 한번도 체크인을 두시간 넘게 기다려본적은 없었기에 대응하는 과정이 아직은 미흡한 것같다. 기분좋게 휴가를 보내려 온 투숙객들 한테는 첫 시작이 좀 안좋았던것 같다. 그 점은 앞으로 보완이 많이 필요 할 것같으며, 그래도 난 깨끗하고 잘 쉬었다."
321,더앤리조트 호텔&스파,6.0,건물은 새거인데.. 짜임새가 너무 없고 정신도 없네요 ㅠㅠ 수건이랑 침구는 좋았어요 하지만 침대가 너무 불편했어요
322,더앤리조트 호텔&스파,4.0,"1. 체크인 당일 객실정비가 늦어졌다며 8시이후 체크인 할 수 있었습니다. 나중에 1박의 50%환불 받았지만 그렇게되기까지 직원들의 고객응대 메뉴얼은 엉망이였습니다. 2. 리조트로 들어가는 입구는 차량이 오고가기 힘들만큼 좁아서 한쪽에서 숲가로 바짝 붙여 대기하고 있어야 지나갈수 있을 만큼 불편합니다. 3. 직원들이 고객이 보는 앞에서 흡연을 합니다. 여직원 한명은 1동 1층에서 흡연하다 마주쳤고, 본관 옆에서는(1동 입구와 본관 사이) 오전에 커피사러가다 3~4명이 직원복장 착용하고 담배 피우는 것을 보았습니다. 주변에 오고 가는 고객이 여럿 있었지만 전혀 신경쓰지 않았습니다. 이런 경우는 처음이라 황당했습니다. 4. 둘째날 룸클린은 바닥, 욕실에 머리카락이 그대로 있었고, 청소기는 돌리지 않아보였습니다. 휴지통 비우고, 사용한 수건 수거하고, 무료생수 채워놓기가 전부였습니다. 5. 새 건물에, 비치된 용품이 새것이라는 점은 만족스러웠습니다."
323,더앤리조트 호텔&스파,6.0,"일단 진입 부터가 약간 아쉬움. 큰 도로에서 꺽어 들어가 산으로 들어가는 느낌의 길을 지나야 하는데 양방향 통행이 어려움. 반대편 차가 지나갈 시 옆으로 약간 서로 비켜 줘야 하는데 이번 장마로 인해 흙길이 되어 바퀴가 지저분하게 빠져 길을 지나야함. 3시 체크인 이지만 룸이 준비가 되지 못해 5시 넘어야 체크인 할 수 있었음. 물론 성수기라 이해는 하지만 나 말고도 다른 고객들은 저녁이 되어야 체크인 할 수 있는 고객들도 있었음...신축이라서 아직 손발들이 안 맞는건지 극성수기라 직원부족으로 인해 벌어진건지 로비에서 잡음이 많았음. 룸은 넓고 방도 하나 따로 되어 있어 쾌적함. 화장실과 세면대가 분리되어 있어 이용이 편리함. 냉장고 생각보다 커서 음료수 많이 넣을 수 있었고 냉동칸이 조그맣게 딸려있어 아이스크림도 보관 가능. 조그마한 얼음틀도 있어 더운 여름 유용하였음. 청소가 약간 아쉬운게 바닥에 끈적이 같이 붙어 있었는데 먼지는 없었지만 물청소는 못한듯이 보였음.(2박 하였는데 다음날은 스팀청소까지 했는지 훨씬 더 깨끗했음) 체크인이 힘들어서 그랬는지 봐줄 수 있음. 제일 힘들었던 점이......층간 소음을 호텔에서까지 느껴야했다니.......1층을 배정 받았는데 2층에 온 숙박객의 아이들이 무지무지 뛰어 다녔음......와....첫날은 11시까지 뛰대?? 이걸 말해야하나 말아야하나.....쿵쿵쿵쿵 소리가 방음이 전---------혀 안됨. 로비에 얘기 해봤자 남는 방도 없을거 같고 그 시간에 룸을 옮기느니 조금 있으면 애들이 자겠지.....하다 잠이 들음.....(나 자신에게 감사합니다 잘 견뎌줬어요) 복도의 제일 끝 방에 묵어서 복도 소리는 들리지 않았지만 가운데 있는 룸은 복도 소리까지 들릴 거 같음.(예상) 다행이 이튿날은 다른 숙박객들인지 아니면 애들이 피곤해서 일찍 잤는지 10시도 안돼 조용해짐. 급 고마워졌음. 조식...아침부터 맛집 찾으러 다니기 귀찮아 조식을 먹음. 성수기 가격이라고 적힌 25000원의 조식은... 가격대비 이건 아님. 그냥 비쌈. 25000원 주고 먹었다고 하면 우리 엄마 뒷목 잡고 쓰러지셨을 거임. 먼저 빠른 걸음으로 걸어가 몰래 결제함. 일찍 나가 먹기 귀찮은 분들은 그냥 드셔도 될 듯 하지만 많이 드세요 양으로 뽑읍시다. 아, 화장실 수압은 짱임. 물도 깨끗한 느낌에 보들보들 느낌까지 더해 머릿결과 피부가 좋아진 것 같음!! 스파가 개장할 시 완전 인기 좋을 듯한 느낌적인 느낌- 그리고 룸이.......아직 덜 공사가 된 듯한 느낌이 아주 조금 남아있음...얼마 전 신축 아파트로 이사를 해서 그런지 그런게 아주 잘 보였음.... 한 2년 뒤.....가 기대되는 호텔임.(여러 의미로)"
324,더앤리조트 호텔&스파,4.0,오픈한지 얼마안됀... 성수기 앞두고 너무 급하게 오픈했나? 공사 흔적이 곳곳에 남아있다. 3시에 도착해도 입실을 못한다. 룸이 준비가 안되어 있다. 얼핏 듣자하니 객실 청소 담당자가 턱없이 부족한듯... 객실 청소가 미흡하다. 분명히 새 건물인데.. 뭔가 깨끗하게 청소된 느낌이 아니다. 둘쨋날에는 저녁 9시쯤에 돌아왔지만 룸 청소도 안되어 있다. 하..... 룸 청소 담당자가 청소했다고 표시되어 있단다. 수건 등 야간 담당자분이 가져다 주셨다. 그래도 직원들은 친절하시다. 고생이 많으시다. 누군가(??)가 빨리 정신 차리셔야 할듯하다. 참.. 주차장도 부족하고 진입로도 보수 좀...
325,더앤리조트 호텔&스파,2.0,청소 상태가 너무 불량합니다. 다시는 이용하고 싶지 않네요.
326,더앤리조트 호텔&스파,2.0,체크인 한시간 소요 2박인데 둘째날부터 카드키 안됨 공사중이라 소음심함 새벽 2시 머리감다가 온수끊김ㅠ 편의점에 물건이 없음 직원들은 능숙하지 않지만 친절하고 때묻지않아 좋음 1박비용 빼줘서 내상 심하지 않음..
327,더앤리조트 호텔&스파,6.0,체크인은 30분이상 대기해야 했고 룸바닥 구석구석 머리카락과 잔여물들이 남아있어서 방청소상태가 불량했습니다.
328,더앤리조트 호텔&스파,4.0,"신축리조트라 객식컨디션 좋습니다. 휴가철 맞춰 조기오픈으로 편의시설이 CU와 식당, 간이유아수영장만 보십니다. 아직은 복도, 계단, 현관에 건설자재가 쌓여있어 어수선하며 비가와서 그런지 1층복도에 물이 들어쳐있었습니다. 호텔유니폼입은 직원들이 1층입구 현관에서 담배를 펴대서 복도와 계단까지 담배냄새가 들어와 아이들이 너무 싫어했습니다. 흡연지역 지정이 시급해보입니다. 완공되고 나면 이런일이 없겠죠. 앞으로의 발전이 기대됩니다."
329,더앤리조트 호텔&스파,6.0,오픈하였는데 인력이 부족한지 청소상태.. 별로 내부 시설도 아직은 많이 공사중입니다..
330,더앤리조트 호텔&스파,8.0,"오픈 초반이라 그런지 어수선한 느낌이였어요 편의시설은 카페랑 편의점이 있었으나 저녁에가니 편의점에는 물건이 다 빠지고 없었습니다 주차공간도 부족한 편이구요 방은 넓고 좋았으나 들어가니 청소 하던 걸레가 테이블위에 놓여있어서 좀 그랬습니다 그래도 새건물이라 깔끔한 느낌이였습니다 수영장,스파 공사가 끝나고 난 후에 가는것을 추천드립니다 해수욕장은 차로 가까운거리에 위치하나 리조트로 들어오는 도로가 시골길이라 차가 마주오면 당황스럽습니다 주변 식당 모두 차로 이동해야합니다"
331,더앤리조트 호텔&스파,6.0,"숟소 들어가는 소나무길이 너무 이쁘고, 숙소 외관도 다 좋았는데... 저녁 6시에도 청소가 안 끝나 방 배정을 한 시간 가량 기다려야 했어요. 올 봄에 새로이 레노베이션 하고 여름에 맞춰 부랴부랴 오픈했다고 하는데, 용역업체와의 호흡이 부족한 듯 합니다. 쳬크인 줄이 꽤 길었는데 프론트 직원 네 분은 뭔가 분주하게 움직이시긴 했지만 매니저 분이 오셔서 설명해 주실 때까지 그들은 우리의 눈 안 마주치려 애쓰시는 모습이 안쓰러웠네요. ㅎㅎ 그래도 숙소 측에서 많은 고민을 하셨는지 체크인이 늦어지는 이유로 숙소 부페식당에서 무료 식사를 제공해 주셔서 감사히는 먹었으나, 역시나 체크인 못 한 분들 대거 몰리는 바람에 즉석 바베큐 육류 줄이 너무 길어 쉐프 분들 구워도 구워도 줄지 않는 줄 보며 너무 안 되셨더라구요. 결국 저희 가족은 쉐프님 손 조금이라도 덜어드리자며 그냥 진열된 음식만으로 식사를 했는데 뭐 당연히 그것도 씹을 거리는 거의 소진되서 요기만 하고 나중에 컵라면 사들고 올라갔어요. 아 막판에 7시반쯤 넘어가며 좀 여유가 생기셨는지 스테이크 한 덩이씩 구워 돌리시긴 했어요. 보상해 주시려 애쓰시는 것 같아 체크인 늦어진다 하실 때부터 어설픈 식사까지 노할 정도는 아니었습니다. 근데 방에 들어가보니 바닥이 청소 안 한 느낌이길래 밥까지 얻어 먹은 입장인데다 매니저께서 청소 용역업체 직원들이 점심도 못 먹고 일 하는 중이라길래 또 좀 짠 한 마음에 이해하려 했는데 다음 날 아침 햇살에 비친 바닥을 보니 사방팔방 먼지가... 그 후로는 방에서 최대한 빨리 뛰쳐나온 오전 9시까지 까치발로 다녔습니다. 침구는 편하고 화장실도 괜찮아요. 다만 수압은 그리 세지 않아서 좀 아쉬웠고요. 인근 서핑 하러 가끔 가는데 성수기 지나면 나아지려나요??"
332,더앤리조트 호텔&스파,2.0,처음 여는 곳이라 깨끗할꺼라 기대 했는데.. 진입로부터 너무 좋아서 여기가 맞는지 의문을 가지고 들어갔어요. 편의 시설은 CU 편의점 하니 밖에 없고.. 숙소 바닥에는 본드 자국이 군데군데... 마무리가 덜 된 듯.. 오래된 콘도에 온 느낌이었습니다. 몇 동인지 잘 표시도 안되어 동수 찾는것도 어려웠어요.
333,더앤리조트 호텔&스파,10.0,"새로 오픈하는 리조트라고 알고 갔는데 산속에 있는 기업 수련원 같은 곳을 리모델링 한 듯 합니다. 리셉션에서 체크인 하고 다시 차를 해당 숙소 주차장에 주차한 뒤 바로 건물로 못 들어가고 돌아서 들어가야 하구요 바닷가나 밖에 한번 나가면 들어가기 힘드네요. 죽도, 인구해변에서 4km 거리라 예약 했는데 동선이 매우 힘듭니다. 객실내 전화 티비등등 전원 코드도 다 셋팅 안 되어 있어서 제가 셋팅 했구요 마지막날 저녁부터는 객실 입구에 카드키를 꽂아도 모든 전등이 불이 안켜져서 스탠드 등과 티비 화면으로 간접등 처럼 쓰다가 체크 아웃하고 나와서 사우나 갔습니다. 리조트 들어가는 입구의 길부터 모든 시설 재점검 및 보안 필요할듯해 보였습니다. 다만 객실 클린 직원분들 너무 친절 하시구요 강원도 극성수기 가격에 넓고 큰침대를 사용한 가성비는 좋았습니다. 감사합니다."
334,더앤리조트 호텔&스파,6.0,좋은 점: 호텔 대처가 좋았음 친절한 직원 서비스 깨끗한 방 + 가성비 좋음 만족스러운 시설 외관이 예쁨 안좋은점 침대 돌 침대 매우매우 딱딱함 (바닥에서 자는 느낌) 주차 시설 불편; 아무대나 차가 주차됨 호텔 들어가는 도로가 좁고 불편함 체크인 트러블이 많았음; 한시간 기다리고 치우지 않은 잘못된방에 배정됨 방 마감처리가 끝나지 않는 느낌 호텔 인력 부족 (프론트 직원이 편의점에서 동시에 일함) 복도 창문이 왜있는지 모르겠음; 시끄러움 + 빛이 너무 쌤 복도에서 수련회 냄새남 + 벌레 파티
335,더앤리조트 호텔&스파,10.0,
336,더앤리조트 호텔&스파,10.0,
337,더앤리조트 호텔&스파,6.0,
338,더앤리조트 호텔&스파,10.0,
339,더앤리조트 호텔&스파,10.0,
340,호텔 마레몬스,4.0,일단 오션뷰는 좋았어요. 청소 상태도 좋았구요. 근데 카펫과 오래된 가구? 냄새인지 방안 전체적으로 쾌쾌한 냄새때문에 잠을 못잤어요. 또 바로 앞에 해안 도로가 있어서 차 쌩쌩 달리는 소리로 시끄러웠어요.. 그리고 화장실 세면대가 옛날 손잡이 돌려서 물트는거 그거 더라구요...뷰는 너무 좋은데 노후된 시설 때문이라도 다시 올 의향은 없어요.저처럼 예민하신분 꼭 참고하세요.
341,호텔 마레몬스,10.0,청결 상태 매우 좋고 오션뷰 객실에서는 파도 소리가 들리는 최고의 전망을 감상할 수 있었음. 다만 오래된 호텔인만큼 건물 자체가 좀 낡았고 지하주차장이 없어서 비오는 날에는 좀 불편했음
342,호텔 마레몬스,10.0,방과 거실이 분리되어 매우 좋았습니다.
343,호텔 마레몬스,10.0,만족합니다.
344,호텔 마레몬스,10.0,발코니가 해변으로 나 있어서 특별합니다 위치 안락함 모두 최상 다만 욕실 보수가 조금 되면좋을듯
345,호텔 마레몬스,8.0,시설은 좀 오래된듯 보이나 그외 민족합니다
346,호텔 마레몬스,4.0,로비건 방이건 관리가 많이 안된 느낌이 들고.. 냉장고도 딱히 확인을 안하시는듯해요. 시원하지도 않고 칸막이도 부숴지려하고..
347,호텔 마레몬스,8.0,"해돋이 명소입니다! 날만 잘 맞추신다면 최고였어요. 조금 노후화된 면은 있지만, 전반적으로 전통과 풍광이라는 면을 생각하면 대만족입니다. 단, 침구류에 있는 핫피으 벨벳 쿠션은 도대체 봐주기가 어렵더군요. 색도 그렇고 교체하시길 바랍니다;;"
348,호텔 마레몬스,10.0,시설은 오래됐지만 고급스럽고 관리상태가 훌륭하고 오션뷰도 아주 좋습니다. 전기차 충전소가 있어서 편리하게 관광하고 돌아갈 수 있었습니다.
349,호텔 마레몬스,8.0,
350,호텔 마레몬스,10.0,바다에서 가깝고 바다뷰가 정말 좋았어요.
351,호텔 마레몬스,2.0,청소상태가 좋지 않았고 이불도 누렇고 얼룩져서 편히 잘수가 없었다. 무엇보다 객실내에 담배냄새인지 뭔지 공기가 너무 안좋아서 잠시도 머물러있기 힘들었다. 코로나때문에 수영장 오픈을 안하는거로 아는데 그에 비해서 직원들 마스크 착용은 매우 미흡하다. 무엇보다 프런트 여직원의 비아냥대듯 말하는 응대방식 때문에 몹시 불쾌했다. 4성급 호텔이 맞는지 의문이고 서비스와 청소상태 모두 낙제점이다. 호텔내에 편의점도 없어서 필요한 물품은 차를타고 나가서 구입해야했다. 두번다시 영원히 기억하고싶지 않았던 호텔이었다.
352,호텔 마레몬스,6.0,"급하게 일정이 잡혀서 예약하게 됬는데, 생각보다 방도 좁고 쾌적하다는 느낌이 안들어요... 무엇보다 침대가 너무 딱딱해요 방에서 바다가 바로 보여서 전망은 좋은데 재방문은 안할 것 같네요"
353,호텔 마레몬스,10.0,
354,호텔 마레몬스,8.0,대포항이 전망이 아주좋았어요. 호텔이 오래되어 시설이 노후된 것이 아쉬웠어요
355,호텔 마레몬스,10.0,
356,호텔 마레몬스,10.0,비만 안왔으면 좋았을텐데. 최고의 위치입니다
357,호텔 마레몬스,8.0,부대시설이 너무 없음.
358,호텔 마레몬스,6.0,오래된 숙박시설이다보니 깨끗함은 어쩔 수 없네요 그냥 회사워크샵 정도면 갈만하지만 개인돈으로 숙박하기는 조금 아까웠어요 차량이 없다면 더더욱 비추입니다
359,호텔 마레몬스,8.0,바다뷰는 너무 좋고 청소상태도 좋은데 카페트바닥이 오래되어 군데군데 오염이 많이 되어 슬리퍼를 꼭 신어야됩니다. 그래도 다시 숙박의사는 있습니다 가격대비 괜찮은 숙소예요. 애기가 있으면 온돌로 추천합니다. 카펫바닥 때문.
360,호텔 마레몬스,8.0,"잘쉬다가 왔습니다. 시설 점검이 조금더 꼼꼼했으면 합니다. 체크인하고 방배정 받고, 다시 방배정받고, 다시 방배정받고 조금 불편했습니가. 숙소내 시설물 하자가 있는것에 대해 수리를 한다음 쓸수있도록 해주심이 좋을듯 하네요 처음은 변기커버가 불량으로 변경 세번째 이동 숙소를 사용했는데, 침대가 불량했고, 화장실 바닥 물이 배수가 제대로 안되어 불편했습니다. 비가 오는 관계로 밤에 추웠는데, 직원분이 친절하게 히터를 제공해주어 잘쓰고, 편하게 쉬었습니다. 건승하시길 기우너합니다."
361,호텔 마레몬스,6.0,들어가자마자 욕조에 머리카락 하나 붙어있길래..방바꿔달라고 할까말까 백번 고민했습니다ㅠㅠ베개에 낡아서 헤진 구멍도 3개나 있었음
362,호텔 마레몬스,6.0,오션뷰는 괜찮는데 장에 냄새가 은근히 납니다. 건물이 어래되는 냄새요~
363,호텔 마레몬스,10.0,역시 탁트인 전망이 압권 이었습니다. 일행 친구가 만족하였으며 저녁식사 후에는 비가왔으나 문제가 되지않았음 준비해간 수영복을 사용할 수 없어 조금 아쉬웠습니다. 10여차례 이용했으나 다음에도 또 마레몬즈 입니다.
364,호텔 마레몬스,8.0,객실에서 바다를 볼 수 있어서 좋았고 룸컨디션도 만족합니다. 호텔 전체적인 분위기는 올드하거나 클래식함. 호텔에서 걸어서 10분 거리에 대포항이 있음. 호텔에 편의점이 없어서 대포항까지 다녀와야 하는 불편함이 있으나 산책삼아 다녀올만함.
365,호텔 마레몬스,10.0,바다를 볼수 있는 전망과 인근 대포항까지 걸어서 갈수 있고 가격도 괜찮아서 가성비가 좋았어요 다음에 다시 한번 숙소로 이용 할께요~~
366,호텔 마레몬스,8.0,수영장이 아직개장안했고 그냥 평범했어요 오르막길이라 무조건 차타고추천합니다
367,호텔 마레몬스,4.0,화장실 작은 타올에서 긴 여자 머리카락이 박혀있었고 두꺼운 큰 타올에는 꼬부랑 털.. 이 박혀있었습니다. 객실 내 창문과 방충망은 청소한지가 언제인지 모르겠고 화장실 샤워부스 유리도 많이 얼룩져 있었습니다. 다시 방문할 생각이 없습니다.
368,호텔 마레몬스,8.0,리모델링이 필요한 것 같습니다
369,호텔 마레몬스,8.0,화장실에서 담배냄새인지 곰팡이 냄새인지 모르겠으나 그거빼곤 좋았습니다
370,호텔 마레몬스,10.0,친절하고 깨끗해요 오션뷰 확실하고요 다만 바닥 카페트랑 천 쇼파가 좀 오래된 느낌을 주네요 그래도 전반적으로는 만족합니다
371,호텔 마레몬스,10.0,스위트룸답게 크고 안락함^^ 뷰도 끝내줌..
372,호텔 마레몬스,8.0,자주 가는 호텔이고 위치와 풍광은 매우 좋은데 이번에 벋은 객실은 좀 많이 낡고 화장실 곳곳에 얼룩이 있고 해픙 때문에 소금기가 많이 있었음. 나머지 경치는 매우 훌륭함
373,호텔 마레몬스,10.0,"바다 전망 좋아요 깨끗하고,적절한 가격에 훌륭했어요~~"
374,호텔 마레몬스,10.0,좋아요. 숙박료와 부대시설(편의점) 좀 ~~아쉬움
375,호텔 마레몬스,6.0,코로나19 핑계로 편의시설 운영이 원활하지않아서 투숙객에게 불편을 끼치면서도 한번도 양해를 구하거나 사과하지않는 직원들의 의식은 이해할수없는 문제임
376,호텔 마레몬스,10.0,살짝 비싼감이 있지만 깔끔했어요 온돌방도있고
377,호텔 마레몬스,8.0,"가격대비 바다뷰, 객실, 조식등 만족했습니다!:-)"
378,호텔 마레몬스,8.0,
379,호텔 마레몬스,10.0,아주좋아요
380,호텔 마레몬스,8.0,호텔이라기엔... 뷰가 다했던 숙소예요. 나머지는 so so. 시설이 전반적으로 낙후되서 리모델링되면 너무 좋을꺼같아요. 위치나 뷰는 정말 최고예요.
381,호텔 마레몬스,10.0,"일단 속초 앞바다가 내려다 보이는 곳을 뷰가 좋습니다. 호텔에서 내려와서 바닷가를 산책할 수도 있어어 좋고, 객실에서 일출을 볼 수가 있어서 좋습니다. 가격도 저렴한 편입니다."
382,호텔 마레몬스,8.0,
383,호텔 마레몬스,6.0,"시설 청결상태는 양호하였고, 호텔 직원은 친절 하였음. 호텔 조경도 잘 정비되어 산책하기 좋았음."
384,호텔 마레몬스,8.0,"장점 뷰가 진짜 좋았어요 일출도 잘보임 일출 시간 확인가능 전체적으로 청결함 침구 냄새, 수건 냄새 좋음 화장실 변기 잘 내려감 단점 서비스 전문직을 하고있어서 제가 살짝 예민할 수도 있어요 직원분들이 프런트에 한명만 나와계셔서 예약 확인시간도 빠르진 않았고 나보다 늦게 오신 다른 분이 새치기해도 아무런 대응 안해주심 ㅠㅠ 침대가 스프링이 너무 강해서 그런지는 몰라도 조금만 움직여도 몸 전체가 움직임 부모님은 어지러워하셔서 잠 잘 못 주무심"
385,호텔 마레몬스,10.0,가성비 갑인 곳이에요. 시설 깨끗하고 좋아요
386,호텔 마레몬스,8.0,
387,호텔 마레몬스,2.0,냉장고가 너무 더러움. 고무장갑 끼고 로비 청소하는 아줌마가 고무장갑 낀채로 로비 쇼파 정리함. 복장도 모텔 청소 아줌마 복장임.
388,호텔 마레몬스,8.0,숙소 우
389,호텔 마레몬스,10.0,주변환경 과 시설이 깨끗합니다
390,이엘 호텔,8.0,도착해서 주변에 뭐가 너무 없어서 괜히 여기로 잡았나하고 후회했는데요 저녁에 루프탑을 보니 기분이 좋아지고 여행 마무리가 되가는 느낌이었습니다 그리규 와인과 파스타가 아주 맛있었어요 저녁으로 많이 만족했습니다 여기는 저처럼 뚜벅이보단 차 있는 분들이 훨씬 즐겁게 보내실것같네요
391,이엘 호텔,6.0,7층 식당뷰는 정말 좋았어요 룸컨디션은 딱 모텔입니다. 나쁘진 않아요 건물을 리모델링한것같아요 발코니가 옛날?식이더라고요 극성수라 가성비는 없었지만 가을이나 겨울에 좀 저렴할때 다시 이용하고싶어요
392,이엘 호텔,8.0,"총평 : 리모델링한 작은 모텔방 좋았던점 : 바로앞에 정암해변이 있고 주변에 항구/해변/공원등이 가까이 위치하고 있다. 안좋았던점 : 7층 루프탑 식당의 바다뷰를 강조할거라면 유리상태에 신경써줬으면 좋겠고, 아무리 고급호텔이 아니라지만 1층 리셉션에서 구루프말고 사람 응대하는건 정말 별로였다."
393,이엘 호텔,2.0,일단 스위트룸치고 작고 협소한 공간입니다. 창틀이나 구석구석 더러운 부분이 있어요. 청소가 문제가 아니라 시설이 낡아있네요. 4인실인데 원룸으로 공간분리가 안되어있고 구석에 이해할수없는 짜투리 공간 조금 붙어있는게 전부입니다. 조명이 어두워 답답한 느낌이 있었네요. 작은 화장실 하나로 넷이 써야해서 돌아가며 샤워하느라 불편했습니다. 수건이 2인 기준으로 준비되어 더 요청드렸더니 프론트로 가지러오라해서 불편했습니다. 어지간한 모텔도 수건은 룸으로 갖다주는데 서비스가 아쉽네요. 뷰만 좋네요. 조식은 한식이 나오는데 나쁘진 않았어요. 가격은 한식이라 그런지 비싸요. 스위트룸이라는 이름이 아깝네요. 그냥 일반실 4인실입니다. 악플은 아니고 솔직후기이니 가실분들 참고하세요.
394,이엘 호텔,10.0,서핑하고 게스트하우스 갔다가 실망하고 급하게 잡았는데 가격은 좀 있었지만 너무 만족한 밤이었습니다
395,이엘 호텔,8.0,직원분들 친절하셨고 시설도 깔끔했습니다.
396,이엘 호텔,10.0,좋았어요! 또 갈 예정입니다
397,이엘 호텔,10.0,바베큐는 별로. 그외에 뷰는 최고 방도 깔끔. 에어컨 빵빵. 뜨거운 물 잘 나옴 수압은 조금 부족.
398,이엘 호텔,10.0,늦은체크인이었는데..직원분들은 너무 친절하셨습니다. 특히 카페 남자바리스타분도 친절하시고 넘 멋있으시고~ 주차장이 협소한 부분이 좀 아쉽네요..무엇보다 바다가 방에서 바로 보여서 너무 좋았습니다.!! 최고입니다.
399,이엘 호텔,6.0,"좋은점. 1.전망좋다 오션뷰. 2.딱 중간 위치라 베이스 캠프로 좋음. 3.스카이층 뷰 때문에 이곳이 살아남는듯. 불편한점 혹은 과장된 점. 1.숙소안에 들어가면 좋은 모텔 같음. 2.바다뷰라 바로 숙소앞 바다놀이를 생각 한다면 큰 오산 모레가 아니라 자갈이라 배우 불편함. 3.직원들이 밤이 늦음 상주해 있지 않음 의외로 불편함. 4.자가를 이용하는 회원들은 알것이다. 어딜 갈려면 정말 불편한 도로 시스템이다. 5.발코니 창을 열면 바로 도로라 상당히 차 소음이 심하다.차라리 마운틴뷰를 추천함 밤되면 바다 안 보임,낮엔 외부 다녀 오므로 거의 바다뷰 못봄. 7.주위에 편의시설이 많이 부족하다. 마지막으로 한번은 가볼만 하나 두번은 안 가고 싶다."
400,이엘 호텔,8.0,"침구나 방, 화장실 모두 대체로 깔끔하고 깨끗해서 마음에 들었어요. 일정상 피곤해서 숙소 밖을 돌아다니진 못했지만, 숙소 바로 앞에 신호등만 건너면 바다가 있어서 아주 좋은 것 같아요. 한 번 더 방문할 의사가 있는 호텔이었습니다. 다만 저녁으로 예약한 바베큐 세트가 좀 아쉬웠습니다. 나름 비쥬얼은 화려하게 나오지만 금액에 비해 질적으로는 좀 부족한 느낌이 있었습니다. 바베큐라고 해서 고기가 제대로 구워져서 나오는 줄 알았는데, 시중에서 볼 수 윙이랑 아주 작은 싸이즈 통닭 한마리, 립 한덩이, 샐러드 정도가 나왔습니다."
401,이엘 호텔,6.0,"체크인이 너무 늦어서 대기를 많이 탔어요. 성수기가 아닐때는 유도리 있게 조금 일찍 체크인이 되었으면 좋겠구요. 청소를 늦은시간에 하니까 체크인이 늦어지는거 같습니다. 그리고, 에어컨 씨래기가 베란다쪽에 있어서 더운바람으로 인하여 이용하기가 불편했습니다. 바다뷰는 좋았습니다. 특히 7층 루프탑 이용이 만족스러웠습니다."
402,이엘 호텔,8.0,"해변앞이라 오션뷰가 좋았고, 룸상태도 전반적으로 깨끗했어요. 프론트, 라운지의 직원분들이 모두 친절하셔서 인상에 남네요. 재방문의사 있습니다"
403,이엘 호텔,8.0,스텐다드 객실예약했는데 스위트룸 으로 업그레이드해주시고 바다도 보이고 와인서비스도 좋았어요. 세번째 재방문입니다
